realProfileID,venue,year,title,authors
2022,SIGMOD Record,2002,Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises,"Robert Meersman, Amit P. Sheth"
2023,VLDB,1994,Building a Laboratory Information System Around a C++-Based Object-Oriented DBMS,"Nathan Goodman, Steve Rozen, Lincoln Stein"
2024,VLDB,2001,XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,"Bj�rn Blohsfeld, Jens-Peter Dittrich, Martin Schneider, Bernhard Seeger, Tobias Sch�fer, Jochen Van den Bercken, J�rgen Kr�mer"
2025,VLDB,1998,Querying Continuous Time Sequences,"Tore Risch, Ling Lin"
2026,VLDB,2003,XISS/R: XML Indexing and Storage System using RDBMS,"Philip J. Harding, Bongki Moon, Quanzhong Li"
2027,VLDB,1999,Implementation of SQL3 Structured Types with Inheritance and Value Substitutability,"Nelson Mendon�a Mattos, Serge Rielau, Bruce G. Lindsay, Stefan De�loch, You-Chin Fuh, Brian T. Tran, Danko Mannhaupt, Linda DeMichel, Weidong Chen"
2028,SIGMOD Conference,2002,Accelerating XPath location steps,Torsten Grust
2029,VLDB,1994,Indexing Multiple Sets,"Christoph Kilger, Guido Moerkotte"
2030,SIGMOD Conference,1997,Improved Query Performance with Variant Indexes,"Patrick E. O'Neil, Dallan Quass"
2031,SIGMOD Record,1996,"OLAP, Relational, and Multidimensional Database Systems",George Colliat
2032,VLDB,1994,New Concurrency Control Algorithms for Accessing and Compacting B-Trees,"Andrea Zisman, V. W. Setzer"
2033,VLDB,2001,Update Propagation Strategies for Improving the Quality of Data on the Web,"Nick Roussopoulos, Alexandros Labrinidis"
2034,SIGMOD Record,2000,Information Director's Message,Alberto O. Mendelzon
2035,SIGMOD Conference,1994,A Performance Study of Transitive Closure Algorithms,"Raghu Ramakrishnan, Shaul Dar"
2036,SIGMOD Conference,2000,"Data Management in eCommerce: The Good, the Bad, and the Ugly",Avigdor Gal
2037,SIGMOD Conference,1998,On Parallel Processing of Aggregate and Scalar Functions in Object-Relational DBMS,"Michael Jaedicke, Bernhard Mitschang"
2038,SIGMOD Record,2003,Performing Jobs without Decompression in a Compressed Database System,"N. Winterbottom, S. J. O'Connell"
2039,SIGMOD Record,1995,"Replication: DB2, Oracle, or Sybase?",Doug Stacey
2040,VLDB,1996,Query Processing Techniques for Multiversion Access Methods,"Jochen Van den Bercken, Bernhard Seeger"
2041,VLDB,1998,"Information, Communication, and Money: For What Can We Charge and How Can We Meter It?","Henry F. Korth, Stephen Blott, Abraham Silberschatz"
2042,ACM Trans. Database Syst.,1997,An Axiomatic Model of Dynamic Schema Evolution in Objectbase Systems,"M. Tamer �zsu, Randal J. Peters"
2043,VLDB,2002,Lightweight Flexible Isolation for Language-based Extensible Systems,"Laurent Dayn�s, Grzegorz Czajkowski"
2044,SIGMOD Conference,1999,The WASA2 Object-Oriented Workflow Management System,"Mathias Weske, Gottfried Vossen"
2045,VLDB,1998,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,"Felipe Cari�o, William O'Connell"
2046,VLDB J.,2002,Efficient schemes for managing multiversionXML documents,"Shu-Yao Chien, Carlo Zaniolo, Vassilis J. Tsotras"
2047,VLDB,1999,Active Views for Electronic Commerce,"Laurent Mignet, Serge Abiteboul, Tova Milo, Adi Eyal, Bernd Amann, Sophie Cluet"
2048,VLDB,2003,Implementing Xquery 1.0: The Galax Experience,"Gargi Sur, Mary F. Fernandez, Am�lie Marian, J�r�me Sim�on, Byron Choi"
2049,SIGMOD Conference,2003,Rainbow: Multi-XQuery Optimization Using Materialized XML Views,"Brian Murphy, Elke A. Rundensteiner, Bradford Pielech, Maged El-Sayed, Mukesh Mulchandani, Luping Ding, Katica Dimitrova, Ling Wang, Xin Zhang"
2050,VLDB,1995,Promises and Realities of Active Database Systems,"Eric Simon, Angelika Kotz Dittrich"
2051,SIGMOD Record,2003,Editor's Notes,Ling Liu
2052,SIGMOD Record,1998,The TriGS Active Object-Oriented Database System - An Overview,"Gerti Kappel, Werner Retschitzegger"
2053,VLDB,1996,Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,"Takeshi Fukuda, Yasuhiko Morimoto, Takeshi Tokuyama, Shinichi Morishita"
2054,VLDB,2002,Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services,"Samuel Kounev, Alejandro P. Buchmann"
2055,SIGMOD Record,1995,Addressing Techniques Used in Database Object Managers O2 and Orion,"Nadjiba Sahraoui, Andr� Gamache"
2056,VLDB J.,2003,Complex relationships and knowledge discovery support in the InfoQuilt system,"Amit P. Sheth, Sanjeev Thacker, Shuchi Patel"
2057,SIGMOD Conference,2001,DyDa: Data Warehouse Maintenance in Fully Concurrent Environments,"Songting Chen, Andreas Koeller, Elke A. Rundensteiner, Xin Zhang, Jun Chen"
2058,VLDB,2003,Processing Sliding Window Multi-Joins in Continuous Queries over Data Streams,"Lukasz Golab, M. Tamer �zsu"
2059,VLDB J.,2001,User-cognizant multidimensional analysis,Sunita Sarawagi
2060,SIGMOD Record,2003,Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold"
2061,VLDB,1998,Active Storage for Large-Scale Data Mining and Multimedia,"Garth A. Gibson, Erik Riedel, Christos Faloutsos"
2062,VLDB,2000,The Evolution of the Web and Implications for an Incremental Crawler,"Junghoo Cho, Hector Garcia-Molina"
2063,VLDB,2003,Managing Distributed Workspaces with Active XML,"Angela Bonifati, Cosmin Cremarenco, Tova Milo, Gregory Cobena, Ioana Manolescu, Florin Dragan, J�r�me Baumgarten, Nicoleta Preda, Serge Abiteboul"
2064,VLDB,1997,Data Warehouse Configuration,"Timos K. Sellis, Dimitri Theodoratos"
2065,SIGMOD Record,1999,Database Principles Column - Introduction,Leonid Libkin
2066,VLDB,1997,A Language for Manipulating Arrays,"Arunprasad P. Marathe, Kenneth Salem"
2067,VLDB,1996,Extracting Large Data Sets using DB2 Parallel Edition,Sriram Padmanabhan
2068,SIGMOD Conference,1997,The WHIPS Prototype for Data Warehouse Creation and Maintenance,"Hector Garcia-Molina, Himanshu Gupta, Wilburt Labio, Yue Zhuge, Janet L. Wiener, Jennifer Widom"
2069,SIGMOD Record,2000,Reminiscences on Influential Papers,"Gerhard Weikum, Alon Y. Levy, Divesh Srivastava, Eric Simon, Patrick E. O'Neil, Victor Vianu, Kenneth A. Ross, Christos Faloutsos"
2070,VLDB,2003,Mixed Mode XML Query Processing,"Stratis Viglas, Josef Burger, Leonidas Galanis, Jeffrey F. Naughton, Alan Halverson, Rajasekar Krishnamurthy, David J. DeWitt, Feng Tian, Ameet Kini, Yuan Wang, Ajith Nagaraja Rao"
2071,SIGMOD Conference,1994,Adaptive Selectivity Estimation Using Query Feedback,"Chung-Min Chen, Nick Roussopoulos"
2072,VLDB J.,1997,The Impact of Technology on Commercial Transaction Processing,Edward E. Cobb
2073,SIGMOD Conference,2002,Garlic: a new flavor of federated query processing for DB2,"Peter M. Schwarz, Laura M. Haas, Vanja Josifovski, Eileen Tien Lin"
2074,VLDB J.,1997,Graphical Interaction with Heterogeneous Databases,"Tiziana Catarci, John Cardiff, Giuseppe Santucci"
2075,SIGMOD Record,2000,Knowledge Discovery in Data Warehouses,Themistoklis Palpanas
2076,VLDB,1998,nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,"Laks V. S. Lakshmanan, Fr�d�ric Gingras"
2077,VLDB,2003,QUIET: Continuous Query-driven Index Tuning,"Eike Schallehn, Ingolf Geist, Kai-Uwe Sattler"
2078,SIGMOD Conference,1995,Implementing Crash Recovery in QuickStore: A Performance Study,"Seth J. White, David J. DeWitt"
2079,VLDB,1997,The Microsoft Repository,"David Shutt, Jason Zander, Brian Harry, Paul Sanders, Philip A. Bernstein"
2080,SIGMOD Record,1995,An Annotated Bibliography of Benchmarks for Object Databases,Akmal B. Chaudhri
2081,VLDB,2002,Efficient Structural Joins on Indexed XML Documents,"Zografoula Vagena, Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo, Donghui Zhang"
2082,VLDB,2002,Foundations of Preferences in Database Systems,Werner Kie�ling
2083,SIGMOD Record,2002,Data Mining: Concepts and Techniques - Book Review,"Fernando Berzal Galiano, Nicol�s Mar�n"
2084,SIGMOD Conference,1996,Bifocal Sampling for Skew-Resistant Join Size Estimation,"Abraham Silberschatz, Sumit Ganguly, Yossi Matias, Phillip B. Gibbons"
2085,VLDB,2002,A Transducer-Based XML Query Processor,"Bertram Lud�scher, Pratik Mukhopadhyay, Yannis Papakonstantinou"
2086,VLDB,2002,ALIAS: An Active Learning led Interactive Deduplication System,"Anuradha Bhamidipaty, Sunita Sarawagi, Chandra Mouli, Alok Kirpal"
2087,SIGMOD Conference,1995,Topological Relations in the World of Minimum Bounding Rectangles: A Study with R-trees,"Dimitris Papadias, Timos K. Sellis, Yannis Theodoridis, Max J. Egenhofer"
2088,VLDB,2002,Experience Report: Exploiting Advanced Database Optimization Features for Large-Scale SAP R/3 Installations,"Bernhard Zeller, Alfons Kemper"
2089,SIGMOD Record,1995,An Annotated Bibliography on Active Databases,"Johann Christoph Freytag, Ulrike Jaeger"
2090,VLDB,2002,Optimizing View Queries in ROLEX to Support Navigable Result Trees,"Pradeep Shenoy, Philip Bohannon, P. P. S. Narayan, Henry F. Korth, Sumit Ganguly"
2091,VLDB,1999,Miro Web: Integrating Multiple Data Sources through Semistructured Data Types,"Fei Sha, Tatiana Chan-Sine-Ying, Georges Gardarin, Tuyet-Tram Dang-Ngoc, Jean-Luc Darroux, Luc Bouganim"
2092,SIGMOD Conference,1995,OFL: A Functional Execution Model for Object Query Languages,"Georges Gardarin, Fernando Machuca, Philippe Pucheral"
2093,SIGMOD Record,1996,"Information Visualization, Guest Editors' Foreword","Tiziana Catarci, Isabel F. Cruz"
2094,SIGMOD Conference,1995,A Critique of ANSI SQL Isolation Levels,"Philip A. Bernstein, Patrick E. O'Neil, Hal Berenson, Elizabeth J. O'Neil, Jim Melton, Jim Gray"
2095,VLDB,2002,Issues and Evaluations of Caching Solutions for Web Application Acceleration,"Oliver Po, Divyakant Agrawal, Radu Sion, Wen-Syan Li, Wang-Pin Hsiung, Dmitri V. Kalashnikov, K. Sel�uk Candan"
2096,SIGMOD Record,2000,Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl,"Alexandros Labrinidis, Nick Roussopoulos"
2097,SIGMOD Conference,1997,Database Performance in the Real World - TPC-D and SAP R/3 (Experience Paper),"Jochen Doppelhammer, Donald Kossmann, Thomas H�ppler, Alfons Kemper"
2098,SIGMOD Record,1996,Advances in Real-Time Database Systems Research,Azer Bestavros
2099,VLDB J.,1999,OPT++: An Object-Oriented Implementation for Extensible Database Query Optimization,"David J. DeWitt, Navin Kabra"
2100,VLDB,1999,Comparing Hierarchical Data in External Memory,Sudarshan S. Chawathe
2101,SIGMOD Record,1998,Standards in Practice,"Jim Melton, Andrew Eisenberg"
2102,VLDB,1994,Dal�: A High Performance Main Memory Storage Manager,"S. Sudarshan, H. V. Jagadish, Rajeev Rastogi, Abraham Silberschatz, Daniel F. Lieuwen"
2103,VLDB,1994,OdeFS: A File System Interface to an Object-Oriented Database,"Narain H. Gehani, William D. Roome, H. V. Jagadish"
2104,SIGMOD Record,1999,"Some Remarks on Variable Independence, Closure, and Orthographic Dimension in Constraint Databases",Leonid Libkin
2105,VLDB,1996,Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,"Sin Yeung Lee, Tok Wang Ling"
2106,VLDB,1999,Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,"Eric Simon, Esther Pacitti, Pascale Minet"
2107,VLDB,1996,Scalablity and Availability in Oracle7 7.3,Dieter Gawlick
2108,VLDB,1998,Algorithms for Mining Distance-Based Outliers in Large Datasets,"Raymond T. Ng, Edwin M. Knorr"
2109,SIGMOD Conference,2002,Automating physical database design in a parallel database,"Chun Zhang, Guy M. Lohman, Jun Rao, Nimrod Megiddo"
2110,VLDB,2000,Fast Time Sequence Indexing for Arbitrary Lp Norms,"Christos Faloutsos, Byoung-Kee Yi"
2111,SIGMOD Record,1995,On the Issue of Valid Time(s) in Temporal Databases,"Themis Panayiotopoulos, Efstathios V. Ioannidis, Constantine D. Spyropoulos, Stavros Kokkotos"
2112,VLDB,1994,An Algebraic Approach to Rule Analysis in Expert Database Systems,"Jennifer Widom, Elena Baralis"
2113,VLDB,2001,A Formal Perspective on the View Selection Problem,"Dan Suciu, Rada Chirkova, Alon Y. Halevy"
2114,SIGMOD Record,1999,Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,"Erik Duval, Eddy Forte, Kris Cardinaels, Koen Hendrikx, Florence Haenni, Maria Wentland Forte, Florence Simillion, Ken Warkentyne, E. Vervaet"
2115,SIGMOD Conference,1997,Concurrency and Recovery in Generalized Search Trees,"C. Mohan, Joseph M. Hellerstein, Marcel Kornacker"
2116,VLDB,2002,Parametric Query Optimization for Linear and Piecewise Linear Cost Functions,"S. Sudarshan, Arvind Hulgeri"
2117,VLDB,2001,Approximate String Joins in a Database (Almost) for Free,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas"
2118,SIGMOD Record,1995,Editor's (Farewell) Notes,Arie Segev
2119,VLDB,1999,Histogram-Based Approximation of Set-Valued Query-Answers,"Viswanath Poosala, Yannis E. Ioannidis"
2120,VLDB,1997,To Weave the Web,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni"
2121,VLDB,1997,The Oracle Universal Server Buffer,"Ashok Joshi, N. MacNaughton, Juan Loaiza, M. Keihl, Tirthankar Lahiri, William Bridge"
2122,VLDB,2001,Discovery of Influence Sets in Frequently Updated Databases,"Ioana Stanoi, Amr El Abbadi, Divyakant Agrawal, Mirek Riedewald"
2123,SIGMOD Record,2001,Editor's Notes,Ling Liu
2124,VLDB J.,1998,Maintenance of Implication Integrity Constraints Under Updates to Constraints,"Naci Ishakbeyoglu, Z. Meral �zsoyoglu"
2125,VLDB,1995,Redo Recovery after System Crashes,"Mark R. Tuttle, David B. Lomet"
2126,SIGMOD Conference,2002,Middle-tier database caching for e-business,"Hamid Pirahesh, C. Mohan, Jeffrey F. Naughton, Sailesh Krishnamurthy, Honguk Woo, Qiong Luo, Bruce G. Lindsay"
2127,VLDB,1998,Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce,J. D. Tygar
2128,ACM Trans. Database Syst.,1997,An Adaptive Data Replication Algorithm,"Ouri Wolfson, Yixiu Huang, Sushil Jajodia"
2129,SIGMOD Conference,1997,Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo"
2130,VLDB,1995,Generalized Search Trees for Database Systems,"Jeffrey F. Naughton, Avi Pfeffer, Joseph M. Hellerstein"
2131,SIGMOD Record,1995,Editor's Notes,Jennifer Widom
2132,SIGMOD Conference,2001,Fast-Start: Quick Fault Recovery in Oracle,"Ashok Joshi, Ron Weiss, Amit Ganesh, Tirthankar Lahiri"
2133,SIGMOD Conference,1997,A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data,"Matthias Jarke, Stephan Jacobs, Michael Gebhardt"
2134,SIGMOD Record,1994,"Announcements from NSF, NASA, and Elsewhere",Xiaolei Qian
2135,SIGMOD Conference,2002,Fractal prefetching B�Trees: optimizing both cache and disk performance,"Phillip B. Gibbons, Gary Valentin, Todd C. Mowry, Shimin Chen"
2136,VLDB,2000,Schema Mapping as Query Discovery,"Ren�e J. Miller, Mauricio A. Hern�ndez, Laura M. Haas"
2137,SIGMOD Conference,1994,Object-Oriented Features of DB2 Client/Server,Hamid Pirahesh
2138,SIGMOD Record,2002,The n-Tier Hub Technology,"Rainer A. Sommer, David Bailey, Thomas R. Gulledge"
2139,SIGMOD Conference,1998,Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual Similarity,William W. Cohen
2140,SIGMOD Conference,1998,New Sampling-Based Summary Statistics for Improving Approximate Query Answers,"Phillip B. Gibbons, Yossi Matias"
2141,SIGMOD Conference,1996,Performance Tradeoffs for Client-Server Query Processing,"Donald Kossmann, Michael J. Franklin, Bj�rn ��r J�nsson"
2142,SIGMOD Record,2003,Selective information dissemination in P2P networks: problems and solutions,"Stratos Idreos, Manolis Koubarakis, Christos Tryfonopoulos, Yannis Drougas"
2143,SIGMOD Conference,1999,Self-tuning Histograms: Building Histograms Without Looking at Data,"Surajit Chaudhuri, Ashraf Aboulnaga"
2144,SIGMOD Record,1997,Lore: A Database Management System for Semistructured Data,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh"
2145,VLDB,2001,DB2 Spatial Extender - Spatial data within the RDBMS,David W. Adler
2146,VLDB,2000,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,"S. Muthukrishnan, Nick Koudas, Piotr Indyk"
2147,SIGMOD Conference,2003,Warping Indexes with Envelope Transforms for Query by Humming,"Dennis Shasha, Yunyue Zhu"
2148,VLDB,2002,OBK - An Online High Energy Physics' Meta-Data Repository,"L. Pedro, V. Kotov, I. Papadopoulos, L. Mapelli, A. Ribeiro, A. Amorim, R. Hart, M. Nassiakou, H. Wolters, N. Parrington, D. Liko, Yu. Ryabov, R. Jones, I. Alexandrov, L. Lucio, I. Soloviev, M. Caprini, E. Badescu, S. Kolos, M. Dobson, L. Moneta, D. Schweiger, M. Barczyk, A. Kazarov, D. Burckhart-Chromek, M. Mineev, J. Flammer"
2149,VLDB,1994,A Top-Down Approach for Two Level Serializability,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun"
2150,VLDB,2003,Xcerpt and visXcerpt: From Pattern-Based to Visual Querying of XML and Semistructured Data,"Sacha Berger, Christoph Wieser, Sebastian Schaffert, Fran�ois Bry"
2151,SIGMOD Conference,1998,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras
2152,VLDB,2001,An Evaluation of Generic Bulk Loading Techniques,"Jochen Van den Bercken, Bernhard Seeger"
2153,VLDB,2001,Scientific OLAP for the Biotech Domain,Nam Huyn
2154,SIGMOD Conference,2000,Privacy-Preserving Data Mining,"Ramakrishnan Srikant, Rakesh Agrawal"
2155,SIGMOD Conference,2003,Evaluating Probabilistic Queries over Imprecise Data,"Reynold Cheng, Dmitri V. Kalashnikov, Sunil Prabhakar"
2156,SIGMOD Record,2003,Managing uncertainty in sensor database,"Sunil Prabhakar, Reynold Cheng"
2157,SIGMOD Conference,1995,Fault Tolerant Design of Multimedia Servers,"Richard R. Muntz, Leana Golubchik, Steven Berson"
2158,SIGMOD Record,2003,Edgar F. Codd: a tribute and personal memoir,C. J. Date
2159,SIGMOD Record,2000,New TPC Benchmarks for Decision Support and Web Commerce,"Meikel P�ss, Chris Floyd"
2160,SIGMOD Record,2003,Energy and rate based MAC protocol for wireless sensor networks,"Ramaraju Kalidindi, Vijay Kumar, Rajgopal Kannan, S. Sitharama Iyengar"
2161,VLDB,2003,Distributed Top-N Query Processing with Possibly Uncooperative Local Systems,"Clement T. Yu, Weiyi Meng, George Philip"
2162,VLDB,2002,Searching on the Secondary Structure of Protein Sequences,"Jignesh M. Patel, Laurie Hammel"
2163,SIGMOD Record,2003,Guest editor's introduction,Karl Aberer
2164,SIGMOD Conference,1999,Efficient Concurrency Control for Broadcast Environments,"Arvind Nithrakashyap, Rajendran M. Sivasankaran, Jayavel Shanmugasundaram, Krithi Ramamritham"
2165,SIGMOD Record,1995,Mobile Computing and Databases: Anything New?,"Margaret H. Dunham, Abdelsalam Helal"
2166,SIGMOD Record,2003,Research issues for data communication in mobile ad-hoc network database systems,"Leslie D. Fife, Le Gruenwald"
2167,SIGMOD Conference,1997,Association Rules over Interval Data,"Ren�e J. Miller, Yuping Yang"
2168,SIGMOD Conference,2003,Location-based Spatial Queries,"Jun Zhang, Dimitris Papadias, Manli Zhu, Yufei Tao, Dik Lun Lee"
2169,VLDB,2000,Building and Customizing Data-Intensive Web Sites Using Weave,"Val�rie Issarny, Patrick Valduriez, Khaled Yagoub, Daniela Florescu"
2170,SIGMOD Conference,2001,STHoles: A Multidimensional Workload-Aware Histogram,"Luis Gravano, Nicolas Bruno, Surajit Chaudhuri"
2171,SIGMOD Record,1999,Contextualizing the Information Space in Federated Digital Libraries,"Jeroen Hoppenbrouwers, Mike P. Papazoglou"
2172,VLDB,1995,Databases and Workflow Management: What is it All About? (Panel),"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum"
2173,SIGMOD Record,1997,Industry Perspectives,Leonard J. Seligman
2174,VLDB,2002,Quotient Cube: How to Summarize the Semantics of a Data Cube,"Laks V. S. Lakshmanan, Jian Pei, Jiawei Han"
2175,SIGMOD Conference,2000,Finding Generalized Projected Clusters In High Dimensional Spaces,"Charu C. Aggarwal, Philip S. Yu"
2176,SIGMOD Record,2002,Hector Garcia-Molina Speaks Out,Marianne Winslett
2177,SIGMOD Conference,1995,Efficient Maintenance of Materialized Mediated Views,"James J. Lu, Guido Moerkotte, Joachim Sch�, V. S. Subrahmanian"
2178,VLDB,1995,Improving Performance in Replicated Databases through Relaxed Coherency,"Rainer Gallersd�rfer, Matthias Nicola"
2179,VLDB,1996,Supporting Procedural Constructs in SQL Compilers,Nelson Mendon�a Mattos
2180,VLDB,2000,The Zero Latency Enterprise,Dave Liles
2181,SIGMOD Record,2003,An environmental sensor network to determine drinking water quality and security,"Jeanne VanBriesen, Paul S. Fischbeck, Christos Faloutsos, Anastassia Ailamaki, Mitchell J. Small"
2182,ACM Trans. Database Syst.,2002,Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"Surajit Chaudhuri, Nicolas Bruno, Luis Gravano"
2183,ACM Trans. Database Syst.,1999,Indexing Large Metric Spaces for Similarity Search Queries,"Z. Meral �zsoyoglu, Tolga Bozkaya"
2184,SIGMOD Conference,2000,Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes,"Carlotta Domeniconi, Vassilis J. Tsotras, George Kollios, Dimitrios Gunopulos"
2185,VLDB,2000,Linking Business to Deliver Value: A Data Management Challenge,Anand Deshpande
2186,SIGMOD Conference,1995,VisDB: A System for Visualizing Large Databases,"Hans-Peter Kriegel, Daniel A. Keim"
2187,VLDB,1998,WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,"Surojit Chatterjee, Gholamhosein Sheikholeslami, Aidong Zhang"
2188,SIGMOD Conference,2001,MPEG-7 Standard for Multimedia Databases,John R. Smith
2189,SIGMOD Conference,2000,On Effective Multi-Dimensional Indexing for Strings,"Nick Koudas, H. V. Jagadish, Divesh Srivastava"
2190,SIGMOD Conference,1999,E-Commerce Database Issues and Experience,Anand Rajaraman
2191,VLDB,2002,enTrans: A System for Flexible Consistency Maintenance in Directory Applications,"Anandi Herlekar, Atul Deopujari, Shaymsunder Gopale, Shridhar Shukla, Krithi Ramamritham"
2192,SIGMOD Conference,2003,The Design of an Acquisitional Query Processor For Sensor Networks,"Samuel Madden, Wei Hong, Joseph M. Hellerstein, Michael J. Franklin"
2193,SIGMOD Conference,2003,Dynamic Sample Selection for Approximate Query Processing,"Gautam Das, Surajit Chaudhuri, Brian Babcock"
2194,SIGMOD Conference,1998,Changing the Rules: Transformations for Rule-Based Optimizers,"Mitch Cherniack, Stanley B. Zdonik"
2195,VLDB,2001,Potter's Wheel: An Interactive Data Cleaning System,"Joseph M. Hellerstein, Vijayshankar Raman"
2196,VLDB,2003,Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps,"Jens Teubner, Torsten Grust, Maurice van Keulen"
2197,VLDB,1995,Near Neighbor Search in Large Metric Spaces,Sergey Brin
2198,VLDB,2003,Robust Estimation With Sampling and Approximate Pre-Aggregation,Chris Jermaine
2199,SIGMOD Record,1994,Jumping on the NII Bandwagon,Xiaolei Qian
2200,SIGMOD Conference,2001,OminiSearch: A Method for Searching Dynamic Content on the Web,"Henrique Paques, Ling Liu, David Buttler, Calton Pu"
2201,SIGMOD Conference,2002,Mid-tier caching: the TimesTen approach,Times-Ten Team
2202,VLDB,2000,"Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication","Bettina Kemme, Gustavo Alonso"
2203,SIGMOD Record,1999,Engineering Federated Information Systems: Report of EFIS '99 Workshop,"F�lix Saltor, Uwe Hohenstein, Ralf-Detlef Kutsche, Wilhelm Hasselbring, Gunter Saake, Stefan Conrad, Mark Roantree"
2204,VLDB,2000,Information Integration: The MOMIS Project Demonstration,"Michele Melchiori, Silvana Castano, G. Malvezzi, Domenico Beneventano, R. Guidetti, Alberto Corni, Sonia Bergamaschi, Maurizio Vincini"
2205,SIGMOD Record,1996,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,"Guido Moerkotte, Alfons Kemper, Carsten Andreas Gerlhof"
2206,SIGMOD Record,1995,Florida International University High Performance Database Research Center,"Leonard Loureiro, Yi Deng, Carlos Ordonez 0002, Mario Sanchez, Cyril U. Orji, Wei Sun, Artyom Shaposhnikov, Naphtali Rishe, Michael Alexopoulos, David Barton"
2207,VLDB,1997,Using Versions in Update Transactions: Application to Integrity Checking,"Dimitri Tombroff, Eric Simon, Fran�ois Llirbat"
2208,SIGMOD Conference,1997,An Array-Based Algorithm for Simultaneous Multidimensional Aggregates,"Jeffrey F. Naughton, Yihong Zhao, Prasad Deshpande"
2209,SIGMOD Record,1997,Query Previews for Networked Information Systems: A Case Study with NASA Environmental Data,"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns"
2210,SIGMOD Conference,1998,Integrating Mining with Relational Database Systems: Alternatives and Implications,"Shiby Thomas, Rakesh Agrawal, Sunita Sarawagi"
2211,SIGMOD Record,1997,Min-Max Compression Methods for Medical Image Databases,"John M. Tyler, Kosmas Karadimitriou"
2212,SIGMOD Record,1996,The Mariposa Distributed Database Management System,Jeff Sidell
2213,VLDB,1999,"O-O, What Have They Done to DB2?","Bennet Vance, Richard Swagerman, Michael J. Carey, Srinivasa Narayanan, Nelson Mendon�a Mattos, Donald D. Chamberlin, Doug Doole, Serge Rielau"
2214,SIGMOD Conference,1996,Two Techniques for On-Line Index Modification in Shared Nothing Parallel Databases,"Shamkant B. Navathe, Kiran J. Achyutuni, Edward Omiecinski"
2215,VLDB,2001,Query Engines for Web-Accessible XML Data,"Ramez Elmasri, Leonidas Fegaras"
2216,VLDB,2003,Capturing Global Transactions from Multiple Recovery Log Files in a Partitioned Database System,"Elizabeth Hamel, Serge Bourbonnais, Bruce G. Lindsay, Tuong C. Truong, Chengfei Liu, Jens Stankiewitz"
2217,VLDB J.,2001,An Internet-based negotiation server for e-commerce,"Joachim Hammer, Youzhong Liu, Chunbo Huang, Yihua Huang, Herman Lam, Liu Wang, Haifei Li, Stanley Y. W. Su, Charnyote Pluempitiwiriyawej, Minsoo Lee"
2218,ACM Trans. Database Syst.,2002,A logical foundation for deductive object-oriented databases,"Mengchi Liu, Tok Wang Ling, Gillian Dobbie"
2219,SIGMOD Conference,1999,A Layered Architecture for Querying Dynamic Web Content,"Hasan Davulcu, Michael Kifer, I. V. Ramakrishnan, Juliana Freire"
2220,SIGMOD Record,1999,Unpacking The Semantics of Source and Usage To Perform Semantic Reconciliation In Large-Scale Information Systems,"Ken Smith, Leo Obrst"
2221,VLDB J.,2000,Analysis of Navigation Behaviour in Web Sites Integrating Multiple Information Systems,"Myra Spiliopoulou, Bettina Berendt"
2222,SIGMOD Record,1999,Vice Chair's Message,Z. Meral �zsoyoglu
2223,ACM Trans. Database Syst.,1996,A Normal Form for Precisely Characterizing Redundancy in Nested Relations,"Yiu-Kai Ng, David W. Embley, Wai Yin Mok"
2224,VLDB,2001,ACTIVIEW: Adaptive data presentation using SuperSQL,"Motomichi Toyama, Yoko Maeda"
